GANTT_FILE


# sequences   = 32
# motifs      = 99
motif length  = 10


species sequence lengths:

	human      : 2000
	orangutan  : 2000
	gibbon     : 2000
	baboon     : 2000
	macaque    : 2000
	galago     : 2000
	rabbit     : 2000
	gpig       : 2000
	mouse      : 2000
	nrat       : 2000
	squirrel   : 2000
	eushrew    : 2000
	megabat    : 2000
	microbat   : 2000
	orca       : 2000
	dolphin    : 2000
	sheep      : 2000
	cow        : 2000
	horse      : 2000
	rhino      : 2000
	cat        : 2000
	ferret     : 2000
	dog        : 2000
	walrus     : 2000
	panda      : 2000
	armadillo  : 2000
	elephant   : 2000
	manatee    : 2000
	turtle     : 2000
	chicken    : 1662
	wfrog      : 2000
	coelacanth : 2000


Motif number	Species   	Position	F/R	Match score
          40	coelacanth	1981    	F	7       

          41	human     	272     	F	10      
          41	orangutan 	771     	F	10      
          41	gibbon    	313     	R	8       
          41	gibbon    	400     	F	8       
          41	baboon    	1208    	F	10      
          41	macaque   	262     	F	10      
          41	galago    	346     	F	8       
          41	galago    	1505    	R	8       
          41	rabbit    	1745    	F	9       
          41	gpig      	1731    	F	9       
          41	mouse     	510     	F	8       
          41	mouse     	677     	R	8       
          41	mouse     	1983    	F	8       
          41	nrat      	580     	F	8       
          41	nrat      	755     	R	8       
          41	squirrel  	1783    	F	9       
          41	eushrew   	1664    	F	9       
          41	megabat   	1730    	F	9       
          41	microbat  	1728    	F	9       
          41	orca      	545     	F	8       
          41	orca      	718     	F	8       
          41	orca      	1334    	R	8       
          41	dolphin   	354     	F	8       
          41	dolphin   	488     	F	8       
          41	dolphin   	1104    	R	8       
          41	sheep     	774     	F	9       
          41	cow       	669     	F	9       
          41	horse     	464     	R	8       
          41	horse     	934     	F	8       
          41	horse     	934     	R	8       
          41	horse     	1310    	R	8       
          41	horse     	1424    	R	8       
          41	horse     	1500    	R	8       
          41	horse     	1908    	R	8       
          41	rhino     	1150    	F	9       
          41	rhino     	1170    	F	9       
          41	cat       	1208    	F	8       
          41	ferret    	1782    	F	9       
          41	ferret    	1855    	F	9       
          41	dog       	926     	R	9       
          41	walrus    	755     	R	8       
          41	walrus    	935     	F	8       
          41	walrus    	935     	R	8       
          41	walrus    	1417    	R	8       
          41	panda     	1721    	F	9       
          41	armadillo 	784     	F	8       
          41	armadillo 	916     	R	8       
          41	armadillo 	1024    	F	8       
          41	armadillo 	1024    	R	8       
          41	elephant  	508     	R	8       
          41	elephant  	943     	F	8       
          41	elephant  	1809    	R	8       
          41	manatee   	1137    	R	8       
          41	turtle    	41      	R	7       
          41	turtle    	553     	R	7       
          41	turtle    	994     	F	7       
          41	turtle    	1144    	F	7       
          41	turtle    	1427    	R	7       
          41	turtle    	1525    	R	7       
          41	turtle    	1717    	F	7       
          41	turtle    	1741    	F	7       
          41	turtle    	1831    	F	7       
          41	chicken   	240     	F	8       
          41	chicken   	240     	R	8       
          41	chicken   	395     	F	8       
          41	chicken   	457     	F	8       
          41	wfrog     	849     	R	8       
          41	wfrog     	1389    	R	8       
          41	coelacanth	339     	F	7       
          41	coelacanth	361     	F	7       
          41	coelacanth	471     	R	7       
          41	coelacanth	867     	F	7       
          41	coelacanth	887     	R	7       
          41	coelacanth	900     	F	7       
          41	coelacanth	1261    	R	7       
          41	coelacanth	1630    	R	7       
          41	coelacanth	1856    	F	7       
          41	coelacanth	1871    	R	7       
          41	coelacanth	1985    	F	7       

          42	human     	563     	F	10      
          42	orangutan 	1067    	F	10      
          42	gibbon    	435     	F	8       
          42	gibbon    	905     	R	8       
          42	baboon    	1507    	F	9       
          42	macaque   	561     	F	9       
          42	galago    	545     	F	10      
          42	rabbit    	229     	F	9       
          42	gpig      	271     	R	8       
          42	mouse     	130     	F	8       
          42	mouse     	163     	R	8       
          42	nrat      	3       	F	7       
          42	nrat      	370     	F	7       
          42	nrat      	600     	F	7       
          42	nrat      	790     	F	7       
          42	nrat      	815     	F	7       
          42	nrat      	847     	F	7       
          42	nrat      	859     	F	7       
          42	nrat      	1062    	F	7       
          42	nrat      	1231    	F	7       
          42	nrat      	1741    	F	7       
          42	squirrel  	785     	R	8       
          42	squirrel  	1171    	R	8       
          42	eushrew   	113     	R	7       
          42	eushrew   	213     	F	7       
          42	eushrew   	268     	F	7       
          42	eushrew   	290     	R	7       
          42	eushrew   	1386    	F	7       
          42	eushrew   	1585    	F	7       
          42	megabat   	237     	F	9       
          42	microbat  	187     	F	9       
          42	orca      	125     	R	9       
          42	orca      	433     	F	9       
          42	dolphin   	242     	F	9       
          42	sheep     	11      	R	8       
          42	sheep     	94      	R	8       
          42	cow       	418     	F	8       
          42	horse     	540     	F	9       
          42	rhino     	529     	F	9       
          42	cat       	483     	F	9       
          42	ferret    	53      	F	9       
          42	dog       	529     	F	9       
          42	walrus    	527     	F	8       
          42	panda     	254     	F	8       
          42	panda     	583     	F	8       
          42	armadillo 	68      	F	8       
          42	armadillo 	299     	F	8       
          42	armadillo 	574     	F	8       
          42	armadillo 	641     	F	8       
          42	elephant  	408     	R	8       
          42	manatee   	232     	F	9       
          42	turtle    	396     	R	8       
          42	turtle    	609     	F	8       
          42	turtle    	1300    	R	8       
          42	turtle    	1538    	R	8       
          42	chicken   	20      	F	7       
          42	chicken   	115     	R	7       
          42	chicken   	186     	R	7       
          42	chicken   	274     	R	7       
          42	chicken   	377     	R	7       
          42	chicken   	510     	R	7       
          42	chicken   	846     	F	7       
          42	chicken   	1220    	F	7       
          42	chicken   	1266    	R	7       
          42	chicken   	1557    	F	7       
          42	wfrog     	1513    	R	8       
          42	coelacanth	1131    	R	9       

          43	human     	994     	F	8       
          43	orangutan 	0       	F	8       
          43	orangutan 	53      	F	8       
          43	orangutan 	1499    	F	8       
          43	gibbon    	225     	F	7       
          43	gibbon    	324     	R	7       
          43	gibbon    	399     	F	7       
          43	gibbon    	572     	F	7       
          43	gibbon    	762     	F	7       
          43	gibbon    	1571    	F	7       
          43	gibbon    	1861    	R	7       
          43	baboon    	1941    	F	9       
          43	macaque   	995     	F	9       
          43	galago    	1020    	F	9       
          43	rabbit    	691     	R	8       
          43	rabbit    	1040    	F	8       
          43	gpig      	724     	F	9       
          43	mouse     	702     	R	8       
          43	mouse     	882     	F	8       
          43	nrat      	780     	R	8       
          43	squirrel  	719     	F	9       
          43	eushrew   	634     	F	8       
          43	eushrew   	814     	F	8       
          43	megabat   	664     	F	9       
          43	microbat  	632     	F	8       
          43	orca      	906     	F	9       
          43	dolphin   	676     	F	9       
          43	sheep     	720     	R	8       
          43	sheep     	965     	F	8       
          43	cow       	860     	F	9       
          43	horse     	962     	F	9       
          43	rhino     	960     	F	9       
          43	cat       	925     	F	9       
          43	ferret    	704     	F	9       
          43	dog       	954     	F	9       
          43	walrus    	963     	F	8       
          43	panda     	684     	F	9       
          43	armadillo 	355     	R	8       
          43	armadillo 	585     	R	8       
          43	armadillo 	1052    	F	8       
          43	elephant  	700     	F	9       
          43	manatee   	641     	F	9       
          43	turtle    	1199    	F	9       
          43	chicken   	137     	R	8       
          43	chicken   	280     	F	8       
          43	wfrog     	1633    	F	8       
          43	wfrog     	1905    	R	8       
          43	coelacanth	244     	R	8       
          43	coelacanth	1804    	R	8       

          44	human     	717     	F	9       
          44	orangutan 	366     	F	9       
          44	gibbon    	320     	F	8       
          44	gibbon    	1320    	F	8       
          44	baboon    	1038    	R	9       
          44	baboon    	1665    	F	9       
